project_id,exact_duplicate_flag,exact_duplicate_project_ids,potential_duplicate_flag,similarity_score,duplicate_reason,similar_project_id
WS/MP577/2025-2026/133580,False,[],False,0.0,,
WS/MP577/2025-2026/133581,False,[],False,0.0,,
WS/MP577/2025-2026/133582,False,[],False,0.0,,
WS/MP577/2025-2026/133583,False,[],False,0.0,,
WS/MP577/2024-2025/133584,False,[],False,0.0,,
WS/MP577/2024-2025/133585,False,[],False,0.0,,
WS/MP577/2024-2025/133586,False,[],False,0.0,,
WS/MP577/2025-2026/133587,False,[],False,0.0,,
WS/MP577/2024-2025/133588,False,[],False,0.0,,
WS/MP577/2025-2026/133589,False,[],False,0.0,,
WS/MP577/2025-2026/133590,False,[],False,0.0,,
WS/MP577/2025-2026/133591,False,[],False,0.0,,
WS/MP577/2024-2025/133592,False,[],False,0.0,,
WS/MP577/2025-2026/133593,False,[],False,0.0,,
WS/MP577/2025-2026/133594,False,[],False,0.0,,
WS/MP577/2025-2026/133595,False,[],False,0.0,,
WS/MP577/2025-2026/133596,False,[],False,0.0,,
WS/MP577/2024-2025/133597,False,[],False,0.0,,
WS/MP577/2024-2025/133598,False,[],False,0.0,,
WS/MP577/2025-2026/133599,False,[],False,0.0,,
WS/MP577/2024-2025/133600,False,[],False,0.0,,
WS/MP577/2024-2025/133601,False,[],False,0.0,,
WS/MP577/2025-2026/133602,False,[],False,0.0,,
WS/MP577/2025-2026/133603,False,[],False,0.0,,
WS/MP577/2025-2026/133604,False,[],False,0.0,,
WS/MP577/2025-2026/133605,False,[],False,0.0,,
WS/MP577/2024-2025/133606,False,[],False,0.0,,
WS/MP577/2024-2025/133607,False,[],False,0.0,,
WS/MP577/2024-2025/133608,False,[],False,0.0,,
WS/MP577/2025-2026/133609,False,[],False,0.0,,
WS/MP577/2026-2027/133610,False,[],False,0.0,,
WS/MP577/2025-2026/133611,False,[],False,0.0,,
WS/MP577/2024-2025/133612,False,[],False,0.0,,
WS/MP577/2025-2026/133613,False,[],False,0.0,,
WS/MP577/2025-2026/133614,False,[],False,0.0,,
WS/MP18152/2024-2025/133686,False,[],False,0.0,,
WS/MP18152/2024-2025/133687,False,[],True,0.8739,"Description is similar to WS/MP18152/2024-2025/141221, WS/MP18152/2024-2025/141220, WS/MP18152/2024-2025/141219.",WS/MP18152/2024-2025/141221
WS/MP18152/2024-2025/133688,False,[],False,0.0,,
WS/MP18152/2024-2025/133689,False,[],True,0.8739,"Description is similar to WS/MP18152/2024-2025/141221, WS/MP18152/2024-2025/141220, WS/MP18152/2024-2025/141219.",WS/MP18152/2024-2025/141221
WS/MP18152/2024-2025/133690,False,[],False,0.0,,
WS/MP18152/2024-2025/133691,False,[],False,0.0,,
WS/MP18152/2024-2025/133692,False,[],True,0.8739,"Description is similar to WS/MP18152/2024-2025/141221, WS/MP18152/2024-2025/141220, WS/MP18152/2024-2025/141219.",WS/MP18152/2024-2025/141221
WS/MP18152/2024-2025/133693,False,[],False,0.0,,
WS/MP18152/2024-2025/133694,False,[],True,0.8939,"Description is similar to WS/MP18152/2024-2025/141221, WS/MP18152/2024-2025/141220, WS/MP18152/2024-2025/141219.",WS/MP18152/2024-2025/141221
WS/MP18152/2024-2025/133695,False,[],False,0.0,,
WS/MP18152/2024-2025/133696,False,[],True,0.8723,"Description is similar to WS/MP18152/2024-2025/137639, WS/MP18152/2024-2025/137636.",WS/MP18152/2024-2025/137639
WS/MP18152/2024-2025/133697,False,[],False,0.0,,
WS/MP18152/2024-2025/133698,False,[],False,0.0,,
WS/MP18152/2024-2025/133699,False,[],False,0.0,,
WS/MP18152/2024-2025/133700,False,[],True,0.8884,Description is similar to WS/MP18152/2024-2025/137622.,WS/MP18152/2024-2025/137622
WS/MP18152/2024-2025/133701,False,[],False,0.0,,
WS/MP18152/2024-2025/133702,False,[],False,0.0,,
WS/MP18152/2024-2025/133703,False,[],False,0.0,,
WS/MP577/2024-2025/133772,False,[],False,0.0,,
WS/MP577/2024-2025/133773,False,[],False,0.0,,
WS/MP577/2024-2025/133774,False,[],False,0.0,,
WS/MP577/2024-2025/133775,False,[],False,0.0,,
WS/MP577/2024-2025/133776,False,[],False,0.0,,
WS/MP641/2024-2025/133904,False,[],False,0.0,,
WS/MP641/2024-2025/133905,False,[],False,0.0,,
WS/MP641/2024-2025/133906,False,[],False,0.0,,
WS/MP641/2024-2025/133909,False,[],False,0.0,,
WS/MP641/2024-2025/133910,False,[],False,0.0,,
WS/MP641/2024-2025/133911,False,[],False,0.0,,
WS/MP641/2024-2025/133912,False,[],False,0.0,,
WS/MP641/2024-2025/133913,False,[],False,0.0,,
WS/MP641/2024-2025/133919,False,[],False,0.0,,
WS/MP641/2025-2026/133920,False,[],False,0.0,,
WS/MP641/2025-2026/133921,False,[],False,0.0,,
WS/MP641/2024-2025/133929,False,[],False,0.0,,
WS/MP423/2024-2025/133940,False,[],False,0.0,,
WS/MP423/2024-2025/133941,False,[],False,0.0,,
WS/MP423/2024-2025/133944,False,[],False,0.0,,
WS/MP423/2024-2025/133945,False,[],False,0.0,,
WS/MP423/2024-2025/133946,False,[],False,0.0,,
WS/MP423/2024-2025/133947,False,[],False,0.0,,
WS/MP423/2024-2025/133949,False,[],False,0.0,,
WS/MP423/2024-2025/133955,False,[],False,0.0,,
WS/MP423/2024-2025/133959,False,[],False,0.0,,
WS/MP423/2024-2025/133960,False,[],False,0.0,,
WS/MP423/2024-2025/133961,False,[],False,0.0,,
WS/MP423/2024-2025/133962,False,[],False,0.0,,
WS/MP423/2024-2025/133963,False,[],False,0.0,,
WS/MP423/2024-2025/133964,False,[],False,0.0,,
WS/MP423/2024-2025/133965,False,[],False,0.0,,
WS/MP423/2024-2025/133966,False,[],False,0.0,,
WS/MP423/2024-2025/133967,False,[],False,0.0,,
WS/MP423/2024-2025/133968,False,[],False,0.0,,
WS/MP423/2024-2025/133969,False,[],False,0.0,,
WS/MP423/2024-2025/133970,False,[],False,0.0,,
WS/MP423/2024-2025/133971,False,[],False,0.0,,
WS/MP423/2024-2025/133973,False,[],False,0.0,,
WS/MP423/2024-2025/133975,False,[],False,0.0,,
WS/MP423/2024-2025/133976,False,[],False,0.0,,
WS/MP18032/2024-2025/134022,False,[],False,0.0,,
WS/MP18032/2024-2025/134023,False,[],False,0.0,,
WS/MP18032/2024-2025/134024,False,[],False,0.0,,
WS/MP18032/2024-2025/134025,False,[],False,0.0,,
WS/MP18032/2024-2025/134026,False,[],False,0.0,,
WS/MP18032/2025-2026/134031,False,[],False,0.0,,
WS/MP18032/2024-2025/134034,False,[],False,0.0,,
WS/MP18032/2024-2025/134035,False,[],False,0.0,,
WS/MP18032/2024-2025/134037,False,[],False,0.0,,
WS/MP18032/2024-2025/134038,False,[],False,0.0,,
WS/MP18032/2024-2025/134039,False,[],False,0.0,,
WS/MP18032/2024-2025/134041,False,[],False,0.0,,
WS/MP632/2024-2025/134091,False,[],False,0.0,,
WS/MP632/2024-2025/134092,False,[],False,0.0,,
WS/MP632/2024-2025/134093,False,[],False,0.0,,
WS/MP632/2024-2025/134094,False,[],False,0.0,,
WS/MP632/2024-2025/134095,False,[],False,0.0,,
WS/MP632/2024-2025/134096,False,[],False,0.0,,
WS/MP632/2024-2025/134100,False,[],False,0.0,,
WS/MP632/2024-2025/134101,False,[],False,0.0,,
WS/MP632/2024-2025/134102,False,[],False,0.0,,
WS/MP632/2024-2025/134103,False,[],False,0.0,,
WS/MP632/2024-2025/134104,False,[],False,0.0,,
WS/MP632/2024-2025/134105,False,[],False,0.0,,
WS/MP632/2024-2025/134106,False,[],False,0.0,,
WS/MP632/2025-2026/134107,False,[],False,0.0,,
WS/MP345/2024-2025/134123,False,[],False,0.0,,
WS/MP345/2024-2025/134136,False,[],False,0.0,,
WS/MP345/2024-2025/134137,False,[],False,0.0,,
WS/MP345/2024-2025/134140,False,[],False,0.0,,
WS/MP345/2024-2025/134143,False,[],False,0.0,,
WS/MP345/2024-2025/134144,False,[],False,0.0,,
WS/MP345/2024-2025/134145,False,[],False,0.0,,
WS/MP18182/2024-2025/134222,False,[],False,0.0,,
WS/MP18182/2024-2025/134223,False,[],False,0.0,,
WS/MP18182/2024-2025/134224,False,[],False,0.0,,
WS/MP18182/2024-2025/134225,False,[],False,0.0,,
WS/MP18067/2025-2026/134321,False,[],False,0.0,,
WS/MP18067/2025-2026/134322,False,[],False,0.0,,
WS/MP18067/2025-2026/134323,False,[],False,0.0,,
WS/MP485/2024-2025/134327,False,[],False,0.0,,
WS/MP485/2024-2025/134328,False,[],False,0.0,,
WS/MP485/2024-2025/134329,False,[],False,0.0,,
WS/MP485/2024-2025/134330,False,[],False,0.0,,
WS/MP485/2024-2025/134331,False,[],False,0.0,,
WS/MP485/2024-2025/134332,False,[],False,0.0,,
WS/MP485/2024-2025/134334,False,[],False,0.0,,
WS/MP485/2024-2025/134337,False,[],False,0.0,,
WS/MP485/2024-2025/134338,False,[],False,0.0,,
WS/MP389/2024-2025/134429,False,[],False,0.0,,
WS/MP18065/2024-2025/134434,False,[],False,0.0,,
WS/MP858/2024-2025/134457,False,[],False,0.0,,
WS/MP858/2024-2025/134458,False,[],False,0.0,,
WS/MP858/2024-2025/134459,False,[],False,0.0,,
WS/MP858/2024-2025/134461,False,[],False,0.0,,
WS/MP858/2024-2025/134462,False,[],False,0.0,,
WS/MP858/2024-2025/134463,False,[],False,0.0,,
WS/MP18159/2024-2025/134479,False,[],False,0.0,,
WS/MP632/2025-2026/134588,False,[],False,0.0,,
WS/MP632/2024-2025/134589,False,[],False,0.0,,
WS/MP632/2026-2027/134591,False,[],False,0.0,,
WS/MP18278/2024-2025/134629,False,[],False,0.0,,
WS/MP18278/2024-2025/134630,False,[],False,0.0,,
WS/MP18278/2024-2025/134631,False,[],False,0.0,,
WS/MP18278/2024-2025/134632,False,[],False,0.0,,
WS/MP18278/2024-2025/134633,False,[],False,0.0,,
WS/MP18278/2024-2025/134638,False,[],False,0.0,,
WS/MP18278/2024-2025/134644,False,[],False,0.0,,
WS/MP18278/2024-2025/134646,False,[],False,0.0,,
WS/MP18278/2024-2025/134649,False,[],False,0.0,,
WS/MP18278/2024-2025/134655,False,[],False,0.0,,
WS/MP18278/2024-2025/134658,False,[],False,0.0,,
WS/MP18278/2024-2025/134660,False,[],False,0.0,,
WS/MP18278/2024-2025/134661,False,[],False,0.0,,
WS/MP18278/2024-2025/134665,False,[],False,0.0,,
WS/MP18278/2024-2025/134666,False,[],False,0.0,,
WS/MP18278/2024-2025/134667,False,[],False,0.0,,
WS/MP18278/2024-2025/134668,False,[],False,0.0,,
WS/MP18278/2024-2025/134670,False,[],False,0.0,,
WS/MP18278/2024-2025/134671,False,[],False,0.0,,
WS/MP18278/2024-2025/134672,False,[],False,0.0,,
WS/MP18278/2024-2025/134673,False,[],False,0.0,,
WS/MP18278/2024-2025/134674,False,[],False,0.0,,
WS/MP508/2024-2025/134677,False,[],False,0.0,,
WS/MP508/2024-2025/134680,False,[],False,0.0,,
WS/MP508/2024-2025/134684,False,[],False,0.0,,
WS/MP508/2024-2025/134687,False,[],False,0.0,,
WS/MP508/2024-2025/134688,False,[],False,0.0,,
WS/MP508/2024-2025/134689,False,[],False,0.0,,
WS/MP552/2024-2025/134699,False,[],False,0.0,,
WS/MP552/2024-2025/134702,False,[],False,0.0,,
WS/MP18006/2024-2025/134703,False,[],False,0.0,,
WS/MP508/2025-2026/134707,False,[],False,0.0,,
WS/MP508/2025-2026/134708,False,[],False,0.0,,
WS/MP508/2025-2026/134709,False,[],False,0.0,,
WS/MP508/2025-2026/134710,False,[],False,0.0,,
WS/MP508/2025-2026/134711,False,[],False,0.0,,
WS/MP18065/2025-2026/134736,False,[],False,0.0,,
WS/MP18065/2024-2025/134737,False,[],False,0.0,,
WS/MP18065/2024-2025/134739,False,[],False,0.0,,
WS/MP18065/2025-2026/134740,False,[],False,0.0,,
WS/MP18065/2024-2025/134741,False,[],False,0.0,,
WS/MP18065/2024-2025/134742,False,[],False,0.0,,
WS/MP485/2024-2025/134780,False,[],False,0.0,,
WS/MP485/2024-2025/134781,False,[],False,0.0,,
WS/MP485/2024-2025/134782,False,[],False,0.0,,
WS/MP485/2024-2025/134783,False,[],False,0.0,,
WS/MP485/2024-2025/134784,False,[],False,0.0,,
WS/MP485/2024-2025/134785,False,[],False,0.0,,
WS/MP485/2024-2025/134786,False,[],False,0.0,,
WS/MP485/2024-2025/134787,False,[],False,0.0,,
WS/MP485/2024-2025/134788,False,[],False,0.0,,
WS/MP485/2024-2025/134789,False,[],False,0.0,,
WS/MP485/2024-2025/134790,False,[],False,0.0,,
WS/MP485/2024-2025/134791,False,[],False,0.0,,
WS/MP485/2024-2025/134792,False,[],False,0.0,,
WS/MP485/2024-2025/134793,False,[],False,0.0,,
WS/MP681/2024-2025/134797,False,[],False,0.0,,
WS/MP681/2024-2025/134798,False,[],False,0.0,,
WS/MP681/2024-2025/134799,False,[],False,0.0,,
WS/MP681/2024-2025/134800,False,[],False,0.0,,
WS/MP681/2024-2025/134801,False,[],False,0.0,,
WS/MP681/2024-2025/134802,False,[],False,0.0,,
WS/MP681/2024-2025/134803,False,[],False,0.0,,
WS/MP681/2024-2025/134804,False,[],False,0.0,,
WS/MP681/2024-2025/134805,False,[],False,0.0,,
WS/MP485/2024-2025/134826,False,[],False,0.0,,
WS/MP485/2024-2025/134827,False,[],False,0.0,,
WS/MP485/2024-2025/134828,False,[],False,0.0,,
WS/MP485/2024-2025/134829,False,[],False,0.0,,
WS/MP485/2024-2025/134837,False,[],False,0.0,,
WS/MP485/2024-2025/134838,False,[],False,0.0,,
WS/MP492/2024-2025/134981,False,[],False,0.0,,
WS/MP492/2024-2025/134984,False,[],False,0.0,,
WS/MP18271/2025-2026/135003,False,[],False,0.0,,
WS/MP18271/2025-2026/135004,False,[],False,0.0,,
WS/MP18271/2025-2026/135005,False,[],False,0.0,,
WS/MP18271/2025-2026/135006,False,[],False,0.0,,
WS/MP18271/2025-2026/135007,False,[],False,0.0,,
WS/MP18271/2025-2026/135008,False,[],False,0.0,,
WS/MP18271/2025-2026/135009,False,[],False,0.0,,
WS/MP18271/2025-2026/135010,False,[],False,0.0,,
WS/MP18271/2025-2026/135011,False,[],False,0.0,,
WS/MP18271/2025-2026/135012,False,[],False,0.0,,
WS/MP345/2024-2025/135013,False,[],False,0.0,,
WS/MP345/2024-2025/135014,False,[],False,0.0,,
WS/MP345/2024-2025/135018,False,[],False,0.0,,
WS/MP345/2024-2025/135019,False,[],False,0.0,,
WS/MP345/2024-2025/135021,False,[],False,0.0,,
WS/MP18271/2025-2026/135160,False,[],False,0.0,,
WS/MP18271/2025-2026/135163,False,[],False,0.0,,
WS/MP18271/2025-2026/135164,False,[],True,0.85,Description is similar to WS/MP18271/2025-2026/135165.,WS/MP18271/2025-2026/135165
WS/MP18271/2025-2026/135165,False,[],True,0.85,Description is similar to WS/MP18271/2025-2026/135164.,WS/MP18271/2025-2026/135164
WS/MP18271/2025-2026/135166,False,[],False,0.0,,
WS/MP18278/2024-2025/135168,True,"['WS/MP18278/2024-2025/135169', 'WS/MP18278/2024-2025/135170']",True,1.0,Exact description duplicate within the same constituency.,WS/MP18278/2024-2025/135170
WS/MP18278/2024-2025/135169,True,"['WS/MP18278/2024-2025/135168', 'WS/MP18278/2024-2025/135170']",True,1.0,Exact description duplicate within the same constituency.,WS/MP18278/2024-2025/135170
WS/MP18278/2024-2025/135170,True,"['WS/MP18278/2024-2025/135168', 'WS/MP18278/2024-2025/135169']",True,1.0,Exact description duplicate within the same constituency.,WS/MP18278/2024-2025/135169
WS/MP18271/2025-2026/135171,False,[],False,0.0,,
WS/MP18271/2025-2026/135172,False,[],False,0.0,,
WS/MP18271/2025-2026/135173,False,[],False,0.0,,
WS/MP18271/2025-2026/135174,False,[],False,0.0,,
WS/MP18271/2025-2026/135175,False,[],False,0.0,,
WS/MP18271/2025-2026/135176,False,[],False,0.0,,
WS/MP18271/2025-2026/135177,False,[],False,0.0,,
WS/MP858/2024-2025/135178,False,[],False,0.0,,
WS/MP18271/2025-2026/135179,False,[],False,0.0,,
WS/MP18271/2025-2026/135180,False,[],False,0.0,,
WS/MP18271/2025-2026/135181,False,[],False,0.0,,
WS/MP18271/2025-2026/135182,False,[],False,0.0,,
WS/MP18271/2025-2026/135183,False,[],False,0.0,,
WS/MP18271/2025-2026/135184,False,[],False,0.0,,
WS/MP18271/2025-2026/135185,False,[],False,0.0,,
WS/MP858/2024-2025/135206,False,[],False,0.0,,
WS/MP858/2024-2025/135207,False,[],False,0.0,,
WS/MP858/2024-2025/135208,False,[],False,0.0,,
WS/MP858/2024-2025/135209,False,[],False,0.0,,
WS/MP18271/2025-2026/135210,False,[],False,0.0,,
WS/MP18271/2025-2026/135211,False,[],False,0.0,,
WS/MP18271/2025-2026/135212,False,[],False,0.0,,
WS/MP18271/2026-2027/135215,False,[],False,0.0,,
WS/MP18271/2026-2027/135216,False,[],False,0.0,,
WS/MP18271/2026-2027/135219,False,[],False,0.0,,
WS/MP858/2024-2025/135221,False,[],False,0.0,,
WS/MP858/2024-2025/135222,False,[],False,0.0,,
WS/MP858/2024-2025/135223,False,[],False,0.0,,
WS/MP18065/2025-2026/135231,False,[],False,0.0,,
WS/MP18065/2024-2025/135232,False,[],False,0.0,,
WS/MP18153/2024-2025/135255,False,[],False,0.0,,
WS/MP18153/2024-2025/135256,False,[],False,0.0,,
WS/MP18153/2024-2025/135257,False,[],False,0.0,,
WS/MP18153/2024-2025/135258,False,[],False,0.0,,
WS/MP18153/2024-2025/135259,False,[],True,0.8618,Description is similar to WS/MP18153/2024-2025/135260.,WS/MP18153/2024-2025/135260
WS/MP18153/2024-2025/135260,False,[],True,0.8618,Description is similar to WS/MP18153/2024-2025/135259.,WS/MP18153/2024-2025/135259
WS/MP18153/2024-2025/135261,False,[],False,0.0,,
WS/MP18153/2024-2025/135262,False,[],False,0.0,,
WS/MP18153/2024-2025/135263,False,[],False,0.0,,
WS/MP18153/2024-2025/135264,False,[],False,0.0,,
WS/MP18153/2024-2025/135265,False,[],False,0.0,,
WS/MP18153/2024-2025/135266,False,[],False,0.0,,
WS/MP18250/2024-2025/135267,False,[],False,0.0,,
WS/MP18250/2024-2025/135268,False,[],False,0.0,,
WS/MP18250/2024-2025/135269,False,[],False,0.0,,
WS/MP18271/2025-2026/135271,False,[],False,0.0,,
WS/MP18271/2025-2026/135272,False,[],False,0.0,,
WS/MP18271/2025-2026/135273,False,[],False,0.0,,
WS/MP18271/2026-2027/135277,False,[],False,0.0,,
WS/MP858/2024-2025/135279,False,[],False,0.0,,
WS/MP858/2024-2025/135283,False,[],False,0.0,,
WS/MP18271/2026-2027/135284,False,[],False,0.0,,
WS/MP858/2024-2025/135386,False,[],False,0.0,,
WS/MP858/2024-2025/135387,False,[],False,0.0,,
WS/MP812/2024-2025/135399,False,[],False,0.0,,
WS/MP812/2024-2025/135400,False,[],False,0.0,,
WS/MP812/2024-2025/135401,False,[],False,0.0,,
WS/MP812/2024-2025/135402,False,[],False,0.0,,
WS/MP812/2024-2025/135403,False,[],False,0.0,,
WS/MP812/2024-2025/135404,False,[],False,0.0,,
WS/MP812/2024-2025/135405,False,[],False,0.0,,
WS/MP812/2024-2025/135406,False,[],False,0.0,,
WS/MP812/2024-2025/135407,False,[],False,0.0,,
WS/MP812/2024-2025/135408,False,[],False,0.0,,
WS/MP812/2024-2025/135409,False,[],False,0.0,,
WS/MP812/2024-2025/135410,False,[],False,0.0,,
WS/MP812/2024-2025/135412,False,[],False,0.0,,
WS/MP812/2024-2025/135413,False,[],False,0.0,,
WS/MP812/2024-2025/135416,False,[],False,0.0,,
WS/MP812/2024-2025/135417,False,[],False,0.0,,
WS/MP812/2024-2025/135418,False,[],False,0.0,,
WS/MP812/2024-2025/135419,False,[],False,0.0,,
WS/MP812/2024-2025/135420,False,[],False,0.0,,
WS/MP812/2024-2025/135422,False,[],False,0.0,,
WS/MP812/2024-2025/135423,False,[],False,0.0,,
WS/MP812/2024-2025/135424,False,[],False,0.0,,
WS/MP812/2024-2025/135425,False,[],False,0.0,,
WS/MP812/2024-2025/135428,False,[],False,0.0,,
WS/MP812/2024-2025/135430,False,[],False,0.0,,
WS/MP812/2024-2025/135431,False,[],False,0.0,,
WS/MP812/2024-2025/135432,False,[],False,0.0,,
WS/MP812/2024-2025/135434,False,[],False,0.0,,
WS/MP812/2024-2025/135435,False,[],False,0.0,,
WS/MP812/2024-2025/135436,False,[],False,0.0,,
WS/MP812/2024-2025/135437,False,[],False,0.0,,
WS/MP812/2024-2025/135440,False,[],False,0.0,,
WS/MP812/2024-2025/135442,False,[],False,0.0,,
WS/MP812/2024-2025/135443,False,[],False,0.0,,
WS/MP812/2024-2025/135444,False,[],False,0.0,,
WS/MP812/2024-2025/135445,False,[],False,0.0,,
WS/MP812/2025-2026/135446,False,[],False,0.0,,
WS/MP812/2024-2025/135447,False,[],False,0.0,,
WS/MP812/2024-2025/135449,False,[],False,0.0,,
WS/MP812/2024-2025/135450,False,[],False,0.0,,
WS/MP812/2024-2025/135451,False,[],False,0.0,,
WS/MP431/2024-2025/135463,False,[],False,0.0,,
WS/MP18336/2024-2025/135505,False,[],False,0.0,,
WS/MP18336/2024-2025/135506,False,[],False,0.0,,
WS/MP18336/2024-2025/135507,False,[],False,0.0,,
WS/MP18336/2024-2025/135508,False,[],False,0.0,,
WS/MP826/2026-2027/135516,False,[],False,0.0,,
WS/MP826/2024-2025/135520,False,[],False,0.0,,
WS/MP826/2024-2025/135523,False,[],False,0.0,,
WS/MP826/2024-2025/135524,False,[],False,0.0,,
WS/MP826/2024-2025/135525,False,[],False,0.0,,
WS/MP826/2024-2025/135526,False,[],False,0.0,,
WS/MP826/2024-2025/135527,False,[],False,0.0,,
WS/MP826/2024-2025/135528,False,[],False,0.0,,
WS/MP826/2024-2025/135529,False,[],False,0.0,,
WS/MP826/2024-2025/135530,False,[],False,0.0,,
WS/MP826/2024-2025/135533,False,[],False,0.0,,
WS/MP826/2024-2025/135534,False,[],False,0.0,,
WS/MP826/2024-2025/135535,False,[],False,0.0,,
WS/MP826/2024-2025/135539,False,[],False,0.0,,
WS/MP431/2024-2025/135540,False,[],False,0.0,,
WS/MP826/2024-2025/135541,False,[],False,0.0,,
WS/MP826/2024-2025/135546,False,[],False,0.0,,
WS/MP826/2024-2025/135547,False,[],False,0.0,,
WS/MP826/2024-2025/135549,False,[],False,0.0,,
WS/MP826/2024-2025/135553,False,[],False,0.0,,
WS/MP826/2024-2025/135555,False,[],False,0.0,,
WS/MP826/2024-2025/135558,False,[],False,0.0,,
WS/MP826/2024-2025/135559,False,[],False,0.0,,
WS/MP826/2024-2025/135564,False,[],False,0.0,,
WS/MP826/2024-2025/135566,False,[],False,0.0,,
WS/MP826/2024-2025/135568,False,[],False,0.0,,
WS/MP826/2024-2025/135570,False,[],False,0.0,,
WS/MP826/2024-2025/135572,False,[],False,0.0,,
WS/MP826/2024-2025/135573,False,[],False,0.0,,
WS/MP826/2024-2025/135574,False,[],False,0.0,,
WS/MP826/2024-2025/135575,False,[],False,0.0,,
WS/MP826/2024-2025/135576,False,[],False,0.0,,
WS/MP826/2024-2025/135583,False,[],False,0.0,,
WS/MP826/2024-2025/135584,False,[],False,0.0,,
WS/MP826/2024-2025/135585,False,[],False,0.0,,
WS/MP826/2025-2026/135586,False,[],False,0.0,,
WS/MP18065/2024-2025/135587,False,[],False,0.0,,
WS/MP826/2024-2025/135588,False,[],False,0.0,,
WS/MP826/2026-2027/135589,False,[],False,0.0,,
WS/MP826/2026-2027/135590,False,[],False,0.0,,
WS/MP826/2024-2025/135592,False,[],False,0.0,,
WS/MP18006/2024-2025/135593,False,[],False,0.0,,
WS/MP826/2024-2025/135594,False,[],False,0.0,,
WS/MP18006/2024-2025/135595,False,[],False,0.0,,
WS/MP826/2024-2025/135596,False,[],False,0.0,,
WS/MP826/2026-2027/135597,False,[],False,0.0,,
WS/MP826/2025-2026/135598,False,[],False,0.0,,
WS/MP826/2025-2026/135599,False,[],False,0.0,,
WS/MP826/2025-2026/135600,False,[],False,0.0,,
WS/MP826/2025-2026/135601,False,[],False,0.0,,
WS/MP826/2025-2026/135602,False,[],False,0.0,,
WS/MP826/2025-2026/135603,False,[],False,0.0,,
WS/MP826/2025-2026/135604,False,[],False,0.0,,
WS/MP18006/2024-2025/135639,False,[],True,0.8864,Description is similar to WS/MP18006/2024-2025/135641.,WS/MP18006/2024-2025/135641
WS/MP18006/2024-2025/135640,False,[],False,0.0,,
WS/MP18006/2024-2025/135641,False,[],True,0.8864,Description is similar to WS/MP18006/2024-2025/135639.,WS/MP18006/2024-2025/135639
WS/MP18006/2024-2025/135642,False,[],True,0.9071,Description is similar to WS/MP18006/2024-2025/135643.,WS/MP18006/2024-2025/135643
WS/MP18006/2024-2025/135643,False,[],True,0.9071,Description is similar to WS/MP18006/2024-2025/135642.,WS/MP18006/2024-2025/135642
WS/MP18006/2024-2025/135645,False,[],False,0.0,,
