project_id,similar_project_id,similarity_score,potential_duplicate_flag
WS/MP18045/2024-2025/136995,WS/MP18045/2024-2025/136997,1.0,1
WS/MP18045/2024-2025/136995,WS/MP18045/2024-2025/136998,1.0,1
WS/MP18045/2024-2025/136995,WS/MP18045/2024-2025/136999,1.0,1
WS/MP18045/2024-2025/136995,WS/MP18045/2024-2025/137000,1.0,1
WS/MP18045/2024-2025/136997,WS/MP18045/2024-2025/136998,1.0,1
WS/MP18045/2024-2025/136997,WS/MP18045/2024-2025/136999,1.0,1
WS/MP18045/2024-2025/136997,WS/MP18045/2024-2025/137000,1.0,1
WS/MP18045/2024-2025/136998,WS/MP18045/2024-2025/136999,1.0,1
WS/MP18045/2024-2025/136998,WS/MP18045/2024-2025/137000,1.0,1
WS/MP18045/2024-2025/136999,WS/MP18045/2024-2025/137000,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137048,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137049,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137050,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137051,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137052,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137053,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137054,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137055,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137056,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137057,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137058,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137059,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137060,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137061,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137062,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137063,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137064,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137065,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137066,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137067,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137068,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137069,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137070,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137071,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137072,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137073,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137074,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137075,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137076,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137077,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137078,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137079,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137080,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137081,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137082,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137083,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137084,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137085,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137086,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137087,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137088,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137089,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137090,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137091,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137092,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137093,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137094,1.0,1
WS/MP18007/2025-2026/137047,WS/MP18007/2025-2026/137095,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137049,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137050,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137051,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137052,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137053,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137054,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137055,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137056,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137057,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137058,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137059,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137060,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137061,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137062,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137063,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137064,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137065,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137066,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137067,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137068,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137069,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137070,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137071,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137072,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137073,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137074,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137075,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137076,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137077,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137078,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137079,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137080,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137081,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137082,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137083,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137084,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137085,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137086,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137087,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137088,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137089,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137090,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137091,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137092,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137093,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137094,1.0,1
WS/MP18007/2025-2026/137048,WS/MP18007/2025-2026/137095,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137050,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137051,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137052,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137053,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137054,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137055,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137056,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137057,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137058,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137059,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137060,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137061,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137062,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137063,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137064,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137065,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137066,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137067,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137068,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137069,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137070,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137071,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137072,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137073,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137074,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137075,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137076,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137077,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137078,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137079,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137080,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137081,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137082,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137083,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137084,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137085,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137086,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137087,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137088,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137089,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137090,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137091,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137092,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137093,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137094,1.0,1
WS/MP18007/2025-2026/137049,WS/MP18007/2025-2026/137095,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137051,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137052,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137053,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137054,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137055,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137056,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137057,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137058,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137059,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137060,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137061,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137062,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137063,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137064,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137065,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137066,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137067,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137068,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137069,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137070,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137071,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137072,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137073,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137074,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137075,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137076,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137077,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137078,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137079,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137080,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137081,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137082,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137083,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137084,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137085,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137086,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137087,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137088,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137089,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137090,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137091,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137092,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137093,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137094,1.0,1
WS/MP18007/2025-2026/137050,WS/MP18007/2025-2026/137095,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137052,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137053,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137054,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137055,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137056,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137057,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137058,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137059,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137060,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137061,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137062,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137063,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137064,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137065,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137066,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137067,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137068,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137069,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137070,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137071,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137072,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137073,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137074,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137075,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137076,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137077,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137078,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137079,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137080,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137081,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137082,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137083,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137084,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137085,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137086,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137087,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137088,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137089,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137090,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137091,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137092,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137093,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137094,1.0,1
WS/MP18007/2025-2026/137051,WS/MP18007/2025-2026/137095,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137053,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137054,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137055,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137056,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137057,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137058,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137059,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137060,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137061,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137062,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137063,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137064,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137065,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137066,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137067,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137068,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137069,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137070,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137071,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137072,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137073,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137074,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137075,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137076,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137077,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137078,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137079,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137080,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137081,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137082,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137083,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137084,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137085,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137086,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137087,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137088,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137089,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137090,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137091,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137092,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137093,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137094,1.0,1
WS/MP18007/2025-2026/137052,WS/MP18007/2025-2026/137095,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137054,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137055,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137056,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137057,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137058,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137059,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137060,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137061,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137062,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137063,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137064,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137065,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137066,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137067,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137068,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137069,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137070,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137071,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137072,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137073,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137074,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137075,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137076,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137077,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137078,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137079,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137080,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137081,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137082,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137083,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137084,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137085,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137086,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137087,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137088,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137089,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137090,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137091,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137092,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137093,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137094,1.0,1
WS/MP18007/2025-2026/137053,WS/MP18007/2025-2026/137095,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137055,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137056,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137057,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137058,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137059,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137060,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137061,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137062,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137063,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137064,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137065,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137066,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137067,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137068,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137069,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137070,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137071,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137072,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137073,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137074,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137075,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137076,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137077,1.0,1
WS/MP18007/2025-2026/137054,WS/MP18007/2025-2026/137078,1.0,1
