project_id,similar_project_id,similarity_score,potential_duplicate_flag
WS/MP643/2024-2025/135999,WS/MP643/2024-2025/136005,1.0,1
WS/MP643/2024-2025/135999,WS/MP643/2024-2025/136006,1.0,1
WS/MP643/2024-2025/135999,WS/MP643/2024-2025/136007,1.0,1
WS/MP643/2024-2025/135999,WS/MP643/2024-2025/136008,1.0,1
WS/MP643/2024-2025/135999,WS/MP643/2024-2025/136009,1.0,1
WS/MP643/2024-2025/135999,WS/MP643/2024-2025/136010,1.0,1
WS/MP643/2024-2025/136000,WS/MP643/2024-2025/136001,1.0,1
WS/MP643/2024-2025/136000,WS/MP643/2024-2025/136002,1.0,1
WS/MP643/2024-2025/136000,WS/MP643/2024-2025/136003,1.0,1
WS/MP643/2024-2025/136000,WS/MP643/2024-2025/136004,1.0,1
WS/MP643/2024-2025/136000,WS/MP643/2024-2025/136005,1.0,1
WS/MP643/2024-2025/136000,WS/MP643/2024-2025/136006,1.0,1
WS/MP643/2024-2025/136000,WS/MP643/2024-2025/136007,1.0,1
WS/MP643/2024-2025/136000,WS/MP643/2024-2025/136008,1.0,1
WS/MP643/2024-2025/136000,WS/MP643/2024-2025/136009,1.0,1
WS/MP643/2024-2025/136000,WS/MP643/2024-2025/136010,1.0,1
WS/MP643/2024-2025/136001,WS/MP643/2024-2025/136002,1.0,1
WS/MP643/2024-2025/136001,WS/MP643/2024-2025/136003,1.0,1
WS/MP643/2024-2025/136001,WS/MP643/2024-2025/136004,1.0,1
WS/MP643/2024-2025/136001,WS/MP643/2024-2025/136005,1.0,1
WS/MP643/2024-2025/136001,WS/MP643/2024-2025/136006,1.0,1
WS/MP643/2024-2025/136001,WS/MP643/2024-2025/136007,1.0,1
WS/MP643/2024-2025/136001,WS/MP643/2024-2025/136008,1.0,1
WS/MP643/2024-2025/136001,WS/MP643/2024-2025/136009,1.0,1
WS/MP643/2024-2025/136001,WS/MP643/2024-2025/136010,1.0,1
WS/MP643/2024-2025/136002,WS/MP643/2024-2025/136003,1.0,1
WS/MP643/2024-2025/136002,WS/MP643/2024-2025/136004,1.0,1
WS/MP643/2024-2025/136002,WS/MP643/2024-2025/136005,1.0,1
WS/MP643/2024-2025/136002,WS/MP643/2024-2025/136006,1.0,1
WS/MP643/2024-2025/136002,WS/MP643/2024-2025/136007,1.0,1
WS/MP643/2024-2025/136002,WS/MP643/2024-2025/136008,1.0,1
WS/MP643/2024-2025/136002,WS/MP643/2024-2025/136009,1.0,1
WS/MP643/2024-2025/136002,WS/MP643/2024-2025/136010,1.0,1
WS/MP643/2024-2025/136003,WS/MP643/2024-2025/136004,1.0,1
WS/MP643/2024-2025/136003,WS/MP643/2024-2025/136005,1.0,1
WS/MP643/2024-2025/136003,WS/MP643/2024-2025/136006,1.0,1
WS/MP643/2024-2025/136003,WS/MP643/2024-2025/136007,1.0,1
WS/MP643/2024-2025/136003,WS/MP643/2024-2025/136008,1.0,1
WS/MP643/2024-2025/136003,WS/MP643/2024-2025/136009,1.0,1
WS/MP643/2024-2025/136003,WS/MP643/2024-2025/136010,1.0,1
WS/MP643/2024-2025/136004,WS/MP643/2024-2025/136005,1.0,1
WS/MP643/2024-2025/136004,WS/MP643/2024-2025/136006,1.0,1
WS/MP643/2024-2025/136004,WS/MP643/2024-2025/136007,1.0,1
WS/MP643/2024-2025/136004,WS/MP643/2024-2025/136008,1.0,1
WS/MP643/2024-2025/136004,WS/MP643/2024-2025/136009,1.0,1
WS/MP643/2024-2025/136004,WS/MP643/2024-2025/136010,1.0,1
WS/MP643/2024-2025/136005,WS/MP643/2024-2025/136006,1.0,1
WS/MP643/2024-2025/136005,WS/MP643/2024-2025/136007,1.0,1
WS/MP643/2024-2025/136005,WS/MP643/2024-2025/136008,1.0,1
