project_id,similar_project_id,state,work_category,similarity_score,potential_duplicate_flag
WS/MP443/2025-2026/139996,WS/MP443/2025-2026/140014,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139996,WS/MP443/2025-2026/140015,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139996,WS/MP443/2025-2026/140016,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139996,WS/MP443/2025-2026/140017,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139996,WS/MP443/2025-2026/140018,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139996,WS/MP443/2025-2026/140019,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139996,WS/MP443/2025-2026/140020,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139996,WS/MP443/2025-2026/140021,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139996,WS/MP443/2025-2026/140022,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139996,WS/MP443/2025-2026/140023,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/139999,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140000,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140001,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140002,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140003,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140004,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140005,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140006,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140007,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140008,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140009,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140010,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140011,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140013,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140014,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140015,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140016,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140017,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140018,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140019,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140020,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140021,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140022,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139998,WS/MP443/2025-2026/140023,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140000,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140001,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140002,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140003,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140004,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140005,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140006,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140007,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140008,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140009,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140010,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140011,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140013,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140014,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140015,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140016,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140017,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140018,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140019,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140020,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140021,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140022,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/139999,WS/MP443/2025-2026/140023,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140001,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140002,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140003,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140004,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140005,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140006,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140007,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140008,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140009,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140010,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140011,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140013,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140014,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140015,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140016,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140017,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140018,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140019,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140020,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140021,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140022,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140000,WS/MP443/2025-2026/140023,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140002,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140003,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140004,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140005,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140006,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140007,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140008,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140009,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140010,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140011,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140013,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140014,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140015,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140016,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140017,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140018,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140019,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140020,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140021,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140022,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140001,WS/MP443/2025-2026/140023,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140003,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140004,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140005,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140006,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140007,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140008,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140009,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140010,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140011,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140013,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140014,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140015,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140016,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140017,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140018,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140019,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140020,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140021,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140022,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140002,WS/MP443/2025-2026/140023,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140004,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140005,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140006,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140007,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140008,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140009,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140010,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140011,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140013,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140014,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140015,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140016,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140017,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140018,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140019,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140020,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140021,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140022,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140003,WS/MP443/2025-2026/140023,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140004,WS/MP443/2025-2026/140005,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140004,WS/MP443/2025-2026/140006,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140004,WS/MP443/2025-2026/140007,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140004,WS/MP443/2025-2026/140008,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140004,WS/MP443/2025-2026/140009,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140004,WS/MP443/2025-2026/140010,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140004,WS/MP443/2025-2026/140011,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140004,WS/MP443/2025-2026/140013,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140004,WS/MP443/2025-2026/140014,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140004,WS/MP443/2025-2026/140015,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140004,WS/MP443/2025-2026/140016,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140004,WS/MP443/2025-2026/140017,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140004,WS/MP443/2025-2026/140018,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140004,WS/MP443/2025-2026/140019,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140004,WS/MP443/2025-2026/140020,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140004,WS/MP443/2025-2026/140021,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140004,WS/MP443/2025-2026/140022,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140004,WS/MP443/2025-2026/140023,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140005,WS/MP443/2025-2026/140006,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140005,WS/MP443/2025-2026/140007,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140005,WS/MP443/2025-2026/140008,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140005,WS/MP443/2025-2026/140009,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140005,WS/MP443/2025-2026/140010,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140005,WS/MP443/2025-2026/140011,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140005,WS/MP443/2025-2026/140013,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140005,WS/MP443/2025-2026/140014,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140005,WS/MP443/2025-2026/140015,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140005,WS/MP443/2025-2026/140016,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140005,WS/MP443/2025-2026/140017,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140005,WS/MP443/2025-2026/140018,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140005,WS/MP443/2025-2026/140019,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140005,WS/MP443/2025-2026/140020,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140005,WS/MP443/2025-2026/140021,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140005,WS/MP443/2025-2026/140022,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140005,WS/MP443/2025-2026/140023,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140006,WS/MP443/2025-2026/140007,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140006,WS/MP443/2025-2026/140008,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140006,WS/MP443/2025-2026/140009,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140006,WS/MP443/2025-2026/140010,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140006,WS/MP443/2025-2026/140011,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140006,WS/MP443/2025-2026/140013,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140006,WS/MP443/2025-2026/140014,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140006,WS/MP443/2025-2026/140015,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140006,WS/MP443/2025-2026/140016,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140006,WS/MP443/2025-2026/140017,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140006,WS/MP443/2025-2026/140018,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140006,WS/MP443/2025-2026/140019,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140006,WS/MP443/2025-2026/140020,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140006,WS/MP443/2025-2026/140021,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140006,WS/MP443/2025-2026/140022,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140006,WS/MP443/2025-2026/140023,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140007,WS/MP443/2025-2026/140008,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140007,WS/MP443/2025-2026/140009,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140007,WS/MP443/2025-2026/140010,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140007,WS/MP443/2025-2026/140011,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140007,WS/MP443/2025-2026/140013,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140007,WS/MP443/2025-2026/140014,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140007,WS/MP443/2025-2026/140015,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140007,WS/MP443/2025-2026/140016,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140007,WS/MP443/2025-2026/140017,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140007,WS/MP443/2025-2026/140018,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140007,WS/MP443/2025-2026/140019,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140007,WS/MP443/2025-2026/140020,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140007,WS/MP443/2025-2026/140021,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140007,WS/MP443/2025-2026/140022,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140007,WS/MP443/2025-2026/140023,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140008,WS/MP443/2025-2026/140009,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140008,WS/MP443/2025-2026/140010,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140008,WS/MP443/2025-2026/140011,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140008,WS/MP443/2025-2026/140013,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140008,WS/MP443/2025-2026/140014,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140008,WS/MP443/2025-2026/140015,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140008,WS/MP443/2025-2026/140016,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140008,WS/MP443/2025-2026/140017,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140008,WS/MP443/2025-2026/140018,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140008,WS/MP443/2025-2026/140019,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140008,WS/MP443/2025-2026/140020,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140008,WS/MP443/2025-2026/140021,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140008,WS/MP443/2025-2026/140022,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140008,WS/MP443/2025-2026/140023,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140009,WS/MP443/2025-2026/140010,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140009,WS/MP443/2025-2026/140011,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140009,WS/MP443/2025-2026/140013,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140009,WS/MP443/2025-2026/140014,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140009,WS/MP443/2025-2026/140015,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140009,WS/MP443/2025-2026/140016,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140009,WS/MP443/2025-2026/140017,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140009,WS/MP443/2025-2026/140018,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140009,WS/MP443/2025-2026/140019,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140009,WS/MP443/2025-2026/140020,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140009,WS/MP443/2025-2026/140021,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140009,WS/MP443/2025-2026/140022,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140009,WS/MP443/2025-2026/140023,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140010,WS/MP443/2025-2026/140011,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140010,WS/MP443/2025-2026/140013,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140010,WS/MP443/2025-2026/140014,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140010,WS/MP443/2025-2026/140015,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140010,WS/MP443/2025-2026/140016,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140010,WS/MP443/2025-2026/140017,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140010,WS/MP443/2025-2026/140018,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140010,WS/MP443/2025-2026/140019,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140010,WS/MP443/2025-2026/140020,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140010,WS/MP443/2025-2026/140021,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140010,WS/MP443/2025-2026/140022,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140010,WS/MP443/2025-2026/140023,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140011,WS/MP443/2025-2026/140013,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140011,WS/MP443/2025-2026/140014,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140011,WS/MP443/2025-2026/140015,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140011,WS/MP443/2025-2026/140016,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140011,WS/MP443/2025-2026/140017,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140011,WS/MP443/2025-2026/140018,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140011,WS/MP443/2025-2026/140019,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140011,WS/MP443/2025-2026/140020,Madhya Pradesh,Normal/Others,1.0,1
WS/MP443/2025-2026/140011,WS/MP443/2025-2026/140021,Madhya Pradesh,Normal/Others,1.0,1
